form	lemma	POS
garderaubo	garda-rauba	NOUN
ey	aver	AUX
troubado	trobar	VERB
la	lo	DET
Moro	mòre	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
lin	el	PRON
ey	aver	AUX
pla	plan	ADV
parlat	parlar	VERB
,	,	PUNCT
amay	amai	ADV
per	per	ADP
la	el	PRON
gania	ganhar	VERB
,	,	PUNCT
<lb/>	lb	XML
De	de	ADP
vous	vos	PRON
ly	el	PRON
ey	aver	AUX
dich	dire	VERB
de	de	ADP
bé	ben	ADV
may	mai	ADV
bel	bèl	ADJ
cop	còp	NOUN
que	que	SCONJ
nou	non	ADV
n'	en	PRON
y	i	PRON
a	aver	VERB
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
tant	tant	ADV
s'	el	PRON
en	en	PRON
fal	faler	VERB
:	:	PUNCT
car	car	CCONJ
elo	el	PRON
à	a	ADP
belo	bèl	ADJ
pleno	plen	ADJ
bouquo	boca	NOUN
,	,	PUNCT
<lb/>	lb	XML
En	en	ADP
loc	luòc	NOUN
de	de	ADP
vous	vos	PRON
aima	aimar	VERB
,	,	PUNCT
de	de	ADP
vous	vos	PRON
elo	el	PRON
se	el	PRON
mouquo	mocar	VERB
,	,	PUNCT
<lb/>	lb	XML
Talamen	talament	ADV
que	que	SCONJ
m'	ieu	PRON
a	aver	AUX
dich	dire	VERB
que	que	SCONJ
vous	vos	PRON
Augié	Augièr	PROPN
Gaillart	Galhard	PROPN
<lb/>	lb	XML
Abets	aver	AUX
fah	far	VERB
coumo	coma	ADV
fec	far	VERB
un	un	DET
cop	còp	NOUN
lou	lo	DET
fin	fin	ADJ
rainart	rainard	NOUN
,	,	PUNCT
<lb/>	lb	XML
Qu'	qui	PRON
un	un	DET
jour	jorn	NOUN
voulio	voler	VERB
mangia	manjar	VERB
de	de	ADP
razins	rasim	NOUN
qu'	qui	PRON
el	el	PRON
vesio	véser	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
non	non	ADV
pouden	poder	VERB
abé	aver	VERB
,	,	PUNCT
lou	lo	DET
maissant	maissant	NOUN
peis	puèi	ADV
disio	dire	VERB
<lb/>	lb	XML
Qu'	que	SCONJ
el	el	PRON
nou	non	ADV
ne	en	PRON
voulio	voler	VERB
gés	ges	ADV
,	,	PUNCT
per	per	ADP
so	çò	PRON
quant	quand	SCONJ
n'	en	PRON
eron	èsser	VERB
bous	bon	ADJ
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
la	lo	DET
Moro	mòre	NOUN
m'	ieu	PRON
a	aver	AUX
dih	dire	VERB
qu'	que	SCONJ
aital	aital	ADV
abets	aver	AUX
fach	far	VERB
vous	vos	PRON
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
quant	quand	SCONJ
pousqudo	poder	VERB
abe	aver	VERB
nou	non	ADV
l'	el	PRON
abets	aver	VERB
en	en	ADP
mariatge	maridatge	NOUN
.	.	PUNCT
<lb/>	lb	XML
Disets	dire	VERB
que	que	SCONJ
nou	non	ADV
voulets	voler	VERB
vous	vos	PRON
metre	metre	VERB
en	en	ADP
tal	tal	DET
linatge	linhatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
quant	quand	SCONJ
m'	ieu	PRON
a	aver	AUX
dich	dire	VERB
aquo	aquò	PRON
,	,	PUNCT
elo	el	PRON
m'	ieu	PRON
a	aver	AUX
fach	far	VERB
cala	calar	VERB
,	,	PUNCT
<lb/>	lb	XML
Talomen	talament	ADV
qu'	que	SCONJ
en	en	ADP
Madamo	madama	NOUN
ieu	ieu	PRON
n'	non	ADV
ey	aver	AUX
gauzat	gausar	VERB
parla	parlar	VERB
,	,	PUNCT
<lb/>	lb	XML
Combé	comben	ADV
qu'	que	SCONJ
elo	el	PRON
fasio	far	VERB
so	çò	PRON
que	qui	PRON
vouldrio	voler	VERB
Madamo	madama	NOUN
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
pesque	pesque	ADV
nat	nat	DET
boussi	bocin	ADV
la	lo	DET
Moro	mòre	NOUN
nou	non	ADV
vous	vos	PRON
amo	aimar	VERB
,	,	PUNCT
<lb/>	lb	XML
Jamai	jamai	ADV
d'	de	ADP
elo	el	PRON
serbit	servir	VERB
nou	non	ADV
seriats	èsser	AUX
coumo	coma	ADV
cal	caler	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
talo	tal	DET
rasso	raça	NOUN
sou	èsser	VERB
d'	de	ADP
un	un	DET
maissant	maissant	ADJ
natural	natural	NOUN
,	,	PUNCT
<lb/>	lb	XML
Encaros	encaras	ADV
qu'	que	SCONJ
elo	el	PRON
sio	èsser	VERB
coumo	coma	ADV
vezets	véser	VERB
,	,	PUNCT
fort	fòrt	ADV
orro	òrre	ADJ
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
cresi	créser	VERB
qu'	que	SCONJ
el	el	PRON
n'	non	ADV
y	i	PRON
a	aver	VERB
filho	filh	NOUN
en	en	ADP
Bear	Bearn	PROPN
hi	e	CCONJ
en	en	ADP
Bigorro	Bigòrra	PROPN
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
elo	el	PRON
s'	el	PRON
estime	estimar	VERB
tant	tant	ADV
coumo	coma	ADV
la	lo	DET
Moro	mòre	NOUN
fa	far	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
sabets	saber	VERB
vous	vos	PRON
Augie	Augièr	PROPN
,	,	PUNCT
que	que	SCONJ
la	el	PRON
fa	far	VERB
tant	tant	ADV
piaffa	piafar	VERB
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
so	çò	PRON
qu'	qui	PRON
ausit	ausir	VERB
conta	contar	VERB
grant	grand	ADJ
nombre	nombre	NOUN
de	de	ADP
vegados	vegada	NOUN
,	,	PUNCT
<lb/>	lb	XML
Qu'	qui	PRON
al	a+lo	ADP+DET
païs	país	NOUN
que	qui	PRON
las	lo	DET
gens	gent	NOUN
son	èsser	AUX
toutos	tot	PRON
abuglados	avuglar	VERB
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
on	òm	PRON
y	i	PRON
pot	poder	VERB
vezé	véser	VERB
un	un	DET
home	òme	NOUN
amb	amb	ADP
un	un	DET
el	el	PRON
,	,	PUNCT
<lb/>	lb	XML
L'	lo	PRON
on	òm	PRON
l'	el	PRON
apelo	apelar	VERB
Moussur	monsur	NOUN
,	,	PUNCT
ô	o	CCONJ
calque	calque	DET
nom	nom	NOUN
plus	plus	ADV
bel	bèl	ADJ
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
la	lo	DET
Moro	mòre	NOUN
vezen	véser	VERB
qu'	que	SCONJ
en	en	ADP
Bear	Bearn	PROPN
,	,	PUNCT
ni	ni	CCONJ
en	en	ADP
Fransso	França	PROPN
<lb/>	lb	XML
Nou	non	ADV
s'	el	PRON
en	en	PRON
podou	poder	VERB
trouba	trobar	VERB
gairos	gaire	ADV
de	de	ADP
sa	son	DET
semblansso	semblança	NOUN
,	,	PUNCT
<lb/>	lb	XML
Ly	el	PRON
semblo	semblar	VERB
qu'	que	SCONJ
un	un	DET
pus	pus	ADV
grand	grand	ADJ
ly	el	PRON
vouldra	voler	VERB
fa	far	VERB
l'	lo	DET
amour	amor	NOUN
<lb/>	lb	XML
Per	per	ADP
la	lo	DET
curiositat	curiositat	NOUN
de	de	ADP
sa	son	DET
raro	rare	ADJ
coulour	color	NOUN
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
per	per	ADP
aquo	aquò	PRON
de	de	ADP
vous	vos	PRON
nou	non	ADV
fa	far	VERB
gaire	gaire	ADV
de	de	ADP
conte	compte	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
garde	garda	VERB
se	el	PRON
,	,	PUNCT
se	se	SCONJ
vol	voler	VERB
,	,	PUNCT
que	que	SCONJ
degus	degus	PRON
nou	non	ADV
l'	el	PRON
affronte	afrontar	VERB
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
vous	vos	PRON
de	de	ADP
son	son	DET
refus	refus	NOUN
nou	non	ADV
siats	èsser	VERB
pas	pas	ADV
fort	fòrt	ADV
marrit	marrit	ADJ
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
moulhé	molhèr	NOUN
troubarets	trobar	VERB
tant	tant	ADV
pla	plan	ADV
qu'	que	SCONJ
elo	el	PRON
marit	marit	NOUN
.	.	PUNCT
<lb/>	lb	XML
Vous	vos	PRON
disets	dire	VERB
pla	plan	ADV
que	que	SCONJ
ieu	ieu	PRON
troubarey	trobar	VERB
de	de	ADP
moulhé	molhèr	NOUN
<lb/>	lb	XML
Et	e	CCONJ
plus	plus	ADV
rousso	ros	ADJ
qu'	que	SCONJ
aquelo	aquel	PRON
,	,	PUNCT
amay	amai	ADV
aura	aver	VERB
palhé	palhèr	NOUN
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
quant	quand	SCONJ
per	per	ADP
me	ieu	PRON
vezé	véser	VERB
forsso	fòrça	ADV
moundo	monde	NOUN
me	ieu	PRON
cerquo	cercar	VERB
,	,	PUNCT
<lb/>	lb	XML
Espouza	esposar	VERB
ieu	ieu	PRON
voulio	voler	VERB
uno	un	DET
filho	filh	NOUN
de	de	ADP
merquo	merca	NOUN
.	.	PUNCT
###		
<lb/>	lb	XML
A	a	ADP
MONSIEUR	monsieur	NOUN
DE	de	ADP
Belesbat	Belesbat	PROPN
,	,	PUNCT
<lb/>	lb	XML
CHANCELIER	chancelièr	NOUN
DE	de	ADP
NAVARRO	Navarra	PROPN
.	.	PUNCT
<lb/>	lb	XML
Del	de+lo	ADP+DET
viatge	viatge	NOUN
que	qui	PRON
fec	far	VERB
Madamo	madama	NOUN
de	de	ADP
Salignhac	Salinhac	PROPN
sa	son	DET
sor	sòrre	NOUN
à	a	ADP
<lb/>	lb	XML
Aiguos	aiga	PROPN
caudos	caut	ADJ
,	,	PUNCT
et	e	CCONJ
del	de+lo	ADP+DET
bé	ben	ADV
qu'	qui	PRON
el	el	PRON
fec	far	VERB
à	a	ADP
<lb/>	lb	XML
Auger	Augièr	PROPN
Gaillart	Galhard	PROPN
.	.	PUNCT
<lb/>	lb	XML
MOUSSUR	monsur	NOUN
de	de	ADP
Belesbat	Belesbat	PROPN
,	,	PUNCT
encaros	encaras	ADV
me	ieu	PRON
soubé	sovenir	VERB
<lb/>	lb	XML
Qu'	que	SCONJ
un	un	DET
journ	jorn	NOUN
dedins	dedins	ADP
Nerac	Nerac	PROPN
me	ieu	PRON
ferets	far	VERB
un	un	DET
grant	grand	ADJ
bé	ben	ADV
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
al	a+lo	ADP+DET
nostre	nòstre	DET
bon	bon	ADJ
Rey	rei	NOUN
presenteri	presentar	VERB
requesto	requèsta	NOUN
,	,	PUNCT
<lb/>	lb	XML
Affi	afin	ADV
qu'	que	SCONJ
el	el	PRON
me	ieu	PRON
fes	far	VERB
da	dar	VERB
calque	calque	DET
soumo	soma	NOUN
d'	de	ADP
hounesto	onèste	ADJ
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
m'	ieu	PRON
ajuda	ajudar	VERB
à	a	ADP
paga	pagar	VERB
so	çò	PRON
qu'	qui	PRON
emprima	emprimar	VERB
fasio	far	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
dels	de+lo	ADP+DET
de	de	ADP
son	son	DET
coussel	conselh	NOUN
un	un	DET
troupel	tropèl	NOUN
me	ieu	PRON
disio	dire	VERB
<lb/>	lb	XML
Que	que	SCONJ
ieu	ieu	PRON
nou	non	ADV
poudio	poder	VERB
pas	pas	ADV
obteni	obtenir	VERB
ma	mon	DET
demando	demanda	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
la	lo	DET
necessitat	necessitat	NOUN
d'	de	ADP
argen	argent	NOUN
ero	èsser	VERB
trop	tròp	ADV
grando	grand	ADJ
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
vous	vos	PRON
ferets	far	VERB
per	per	ADP
mi	ieu	PRON
assembla	assemblar	VERB
lou	lo	DET
coussel	conselh	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
là	lai	ADV
l'	lo	PRON
on	òm	PRON
m'	ieu	PRON
ourdounec	ordonar	VERB
dets	10	NUM
escuts	escut	NOUN
del	de+lo	ADP+DET
soulel	solelh	NOUN
:	:	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
pel	per+lo	ADP+DET
segur	segur	NOUN
ses	sens	ADP
vous	vos	PRON
,	,	PUNCT
et	e	CCONJ
ses	sens	ADP
Moussur	monsur	NOUN
del	de+lo	ADP+DET
Plessi	Plessís	PROPN
,	,	PUNCT
<lb/>	lb	XML
Ses	sens	ADP
abé	aver	VERB
cap	cap	PRON
de	de	ADP
crouts	crotz	NOUN
calio	caler	VERB
que	que	SCONJ
m'	ieu	PRON
en	en	PRON
tournessi	tornar	VERB
,	,	PUNCT
<lb/>	lb	XML
Donc	donc	ADV
per	per	ADP
l'	lo	PRON
amour	amor	NOUN
de	de	ADP
my	ieu	PRON
ly	el	PRON
disserets	dire	VERB
dous	2	DET
mouts	mot	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
en	en	ADP
vostro	vòstre	DET
favour	favor	NOUN
el	el	PRON
fec	far	VERB
valé	valer	VERB
sa	son	DET
vouts	votz	NOUN
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
atambé	atamben	ADV
l'	lo	PRON
on	òm	PRON
trobo	trobar	VERB
en	en	ADP
so	çò	PRON
que	qui	PRON
ieu	ieu	PRON
compauzi	compausar	VERB
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
per	per	ADP
amour	amor	NOUN
d’	de	ADP
aquo	aquò	PRON
fort	fòrt	ADV
souben	sovent	ADV
ieu	ieu	PRON
lou	el	PRON
lauzi	lausar	VERB
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
vous	vos	PRON
qu'	qui	PRON
erets	èsser	VERB
lou	lo	DET
cap	cap	NOUN
de	de	ADP
fa	far	VERB
tout	tot	DET
so	çò	PRON
qu'	qui	PRON
ey	aver	AUX
dich	dire	VERB
<lb/>	lb	XML
Nou	non	ADV
vous	vos	PRON
ey	aver	AUX
pas	pas	ADV
lauzat	lausar	VERB
jamay	jamai	ADV
per	per	ADP
mon	mon	DET
escrich	escrich	NOUN
,	,	PUNCT
<lb/>	lb	XML
A	a	ADP
cause	causa	NOUN
quant	quand	SCONJ
de	de	ADP
vous	vos	PRON
nou	non	ADV
sabio	saber	VERB
de	de	ADP
noubelos	novèla	NOUN
,	,	PUNCT
<lb/>	lb	XML
Non	non	ADV
vous	vos	PRON
ey	aver	AUX
gés	ges	ADV
lauzat	lausar	VERB
en	en	ADP
mas	mon	DET
rimos	rima	NOUN
tant	tant	ADV
belos	bèl	ADJ
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
vostro	vòstre	DET
noblo	nòble	ADJ
sor	sòrre	NOUN
,	,	PUNCT
Damo	dama	NOUN
de	de	ADP
salignhac	Salinhac	PROPN
,	,	PUNCT
<lb/>	lb	XML
M'	ieu	PRON
a	aver	AUX
dich	dire	VERB
que	que	SCONJ
lonc	long	ADJ
tems	temps	NOUN
a	aver	VERB
n'	non	ADV
erets	èsser	VERB
plus	plus	ADV
à	a	ADP
Nerac	Nerac	PROPN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
dits	dire	VERB
qu'	que	SCONJ
ets	èsser	VERB
an	amb	ADP
lou	lo	DET
Rey	rei	NOUN
,	,	PUNCT
que	que	SCONJ
per	per	ADP
lou	lo	DET
presen	present	ADJ
reine	reine	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
son	son	DET
noble	nòble	ADJ
marit	marit	NOUN
an	amb	ADP
Monssur	monsur	NOUN
de	de	ADP
Tureine	Tureine	PROPN
.	.	PUNCT
<lb/>	lb	XML
Aqui	aquí	ADV
poudets	poder	VERB
penssa	pensar	VERB
,	,	PUNCT
Moussur	monsur	NOUN
mon	mon	DET
bon	bon	ADJ
amic	amic	NOUN
,	,	PUNCT
<lb/>	lb	XML
S'	se	SCONJ
ieu	ieu	PRON
menti	mentir	VERB
boussi	bocin	PRON
en	en	ADP
so	çò	PRON
que	qui	PRON
ieu	ieu	PRON
vous	vos	PRON
dic	dire	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
ieu	ieu	PRON
nou	non	ADV
sabio	saber	VERB
pas	pas	ADV
unos	un	DET
talos	tal	ADJ
noubelos	novèla	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
vostro	vòstre	DET
noblo	nòble	ADJ
sor	sòrre	NOUN
dam	damb	ADP
quatre	4	DET
domaiselos	domaisèl	NOUN
<lb/>	lb	XML
Un	un	DET
jour	jorn	NOUN
venguec	venir	VERB
dourmi	dormi	VERB
venen	venir	VERB
de	de	ADP
Salignhac	Salinhac	PROPN
,	,	PUNCT
<lb/>	lb	XML
Al	a+lo	ADP+DET
castel	castèl	NOUN
de	de	ADP
Moussur	monsur	NOUN
de	de	ADP
la	lo	DET
Roque	Ròca	PROPN
-	-	PUNCT
Benac	Benac	PROPN
,	,	PUNCT
<lb/>	lb	XML
A	a	ADP
dos	2	NUM
legos	lèga	NOUN
de	de	ADP
Pau	Pau	PROPN
,	,	PUNCT
qu'	qui	PRON
on	òm	PRON
apelo	apelar	VERB
Nabailhos	Navalhas	PROPN
,	,	PUNCT
<lb/>	lb	XML
Lant	lant	ADV
ieu	ieu	PRON
lou	lo	DET
plus	plus	ADV
souben	sovent	ADV
vau	anar	VERB
fa	far	VERB
forsso	fòrça	ADV
rimailhos	rimalha	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
per	per	ADP
cop	còp	NOUN
d'	de	ADP
abenturo	aventura	NOUN
alaros	alaras	ADV
fouri	èsser	VERB
là	lai	ADV
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
quant	quand	SCONJ
las	el	PRON
entenderi	entendre	VERB
,	,	PUNCT
aneri	anar	VERB
debala	devalar	VERB
.	.	PUNCT
<lb/>	lb	XML
Peis	puèi	ADV
lou	lo	DET
Mestre	mèstre	NOUN
d'	de	ADP
oustal	ostal	NOUN
qu'	qui	PRON
en	en	ADP
vostre	vòstre	DET
sor	sòrre	NOUN
demoro	demorar	VERB
<lb/>	lb	XML
Me	ieu	PRON
counoguec	conéisser	VERB
fort	fòrt	ADV
pla	plan	ADV
quan	quand	SCONJ
me	ieu	PRON
viguec	viure	VERB
deforo	defòra	ADV
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
dissec	dire	VERB
à	a	ADP
Madamo	madama	NOUN
,	,	PUNCT
Aissi	aicí	ADV
es	èsser	VERB
Augié	Augièr	PROPN
Gaillart	Galhard	PROPN
,	,	PUNCT
<lb/>	lb	XML
Aquel	aquel	PRON
que	qui	PRON
de	de	ADP
sa	son	DET
rime	rima	NOUN
à	a	ADP
forsso	fòrça	ADV
gens	gent	NOUN
fa	far	VERB
part	part	NOUN
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
vostro	vòstre	DET
noblo	nòble	ADJ
sor	sòrre	NOUN
n'	non	ADV
o	el	PRON
poudio	poder	VERB
bouci	bocin	ADV
creire	créser	VERB
,	,	PUNCT
<lb/>	lb	XML
Entro	entrò	ADP
que	que	SCONJ
calque	calque	DET
rimo	rima	NOUN
à	a	ADP
elo	el	PRON
feri	far	VERB
veire	véser	VERB
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
peis	puèi	ADV
dissec	dire	VERB
,	,	PUNCT
vezen	véser	VERB
de	de	ADP
las	lo	DET
rimos	rima	NOUN
d'	de	ADP
Augié	Augièr	PROPN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
son	son	DET
mestre	mèstre	NOUN
d'	de	ADP
houstal	ostal	NOUN
n'	non	ADV
ero	èsser	VERB
pas	pas	ADV
mensongié	mensongièr	ADJ
:	:	PUNCT
<lb/>	lb	XML
Elo	el	PRON
counouguec	conéisser	VERB
pla	plan	ADV
quant	quand	SCONJ
viguec	viure	VERB
mon	mon	DET
houbratge	obratge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
fah	far	VERB
ieu	ieu	PRON
abio	aver	AUX
aquo	aquò	PRON
qu'	qui	PRON
abio	aver	AUX
vist	véser	VERB
dabantatge	davantatge	ADV
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
ieu	ieu	PRON
counouissio	conéisser	VERB
pla	plan	ADV
qu'	que	SCONJ
elo	el	PRON
prenio	prendre	VERB
plazé	plaser	NOUN
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
un	un	DET
tal	tal	ADJ
rimadou	rimador	NOUN
avio	aver	AUX
pousqut	poder	VERB
vezé	véser	VERB
:	:	PUNCT
<lb/>	lb	XML
Combé	comben	ADV
que	que	SCONJ
forsso	fòrça	ADV
gens	gent	NOUN
que	qui	PRON
n'	non	ADV
aimoun	aimar	VERB
pas	pas	ADV
las	lo	DET
lettros	letra	NOUN
,	,	PUNCT
<lb/>	lb	XML
Disou	dire	VERB
que	que	SCONJ
ieu	ieu	PRON
deurio	dever	VERB
tourna	tornar	VERB
fa	far	VERB
de	de	ADP
carrettos	carreta	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
vous	vos	PRON
,	,	PUNCT
que	qui	PRON
la	lo	DET
vertut	vertut	NOUN
aimats	aimar	VERB
de	de	ADP
fort	fòrt	ADV
bon	bon	ADJ
cor	còr	NOUN
,	,	PUNCT
<lb/>	lb	XML
Amai	amai	ADV
,	,	PUNCT
à	a	ADP
so	çò	PRON
qu'	qui	PRON
ey	aver	AUX
vist	véser	VERB
,	,	PUNCT
Madamo	madama	NOUN
vostro	vòstre	DET
sor	sòrre	NOUN
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
cresi	créser	VERB
que	que	SCONJ
touts	tot	DET
dous	2	PRON
,	,	PUNCT
ni	ni	CCONJ
cap	cap	PRON
de	de	ADP
vostro	vòstre	DET
rasso	raça	NOUN
,	,	PUNCT
<lb/>	lb	XML
Nou	non	ADV
vouldriats	voler	VERB
pas	pas	ADV
que	que	SCONJ
ieu	ieu	PRON
reprengués	reprendre	VERB
la	lo	DET
pigasso	pigassa	NOUN
,	,	PUNCT
<lb/>	lb	XML
Jamai	jamai	ADV
un	un	DET
tal	tal	ADJ
coussel	conselh	NOUN
nou	non	ADV
me	ieu	PRON
vouldriats	voler	VERB
baila	balhar	VERB
.	.	PUNCT
<lb/>	lb	XML
Lendema	lo+endeman	ADV
vostro	vòstre	DET
sor	sòrre	NOUN
peis	puèi	ADV
en	en	ADP
parten	partir	VERB
de	de	ADP
là	lai	ADV
,	,	PUNCT
<lb/>	lb	XML
Anec	anar	VERB
à	a	ADP
Pau	Pau	PROPN
vezé	véser	VERB
lou	lo	DET
cap	cap	NOUN
de	de	ADP
las	lo	DET
Princessos	prince	NOUN
,	,	PUNCT
<lb/>	lb	XML
Laqualo	loqual	PRON
à	a	ADP
vostro	vòstre	DET
sor	sòrre	NOUN
fec	far	VERB
de	de	ADP
grandos	grand	ADJ
caressos	caressa	NOUN
:	:	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
la	lo	DET
noblo	nòble	ADJ
Princesso	prince	NOUN
aimo	aimar	VERB
fort	fòrt	ADV
grandomen	grandament	ADV
<lb/>	lb	XML
Las	lo	DET
Damos	dama	NOUN
que	qui	PRON
counois	conéisser	VERB
qu'	que	SCONJ
an	aver	VERB
de	de	ADP
l'	lo	DET
entendemen	entendament	NOUN
<lb/>	lb	XML
Coumbé	comben	ADV
que	que	SCONJ
sian	èsser	VERB
Papistos	papista	NOUN
,	,	PUNCT
ô	o	CCONJ
que	que	SCONJ
sian	èsser	VERB
Hugounaudos	ugonaud	NOUN
.	.	PUNCT
<lb/>	lb	XML
Peis	puèi	ADV
vostro	vòstre	DET
noblo	nòble	ADJ
sor	sòrre	NOUN
anec	anar	VERB
à	a	ADP
Aigos	aiga	NOUN
caudos	caut	ADJ
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
m'	ieu	PRON
y	i	PRON
voulio	voler	VERB
mena	menar	VERB
,	,	PUNCT
s'	se	SCONJ
y	i	PRON
fous	èsser	AUX
voulgut	voler	VERB
ana	anar	VERB
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
ieu	ieu	PRON
y	i	PRON
souy	èsser	AUX
estat	estar	VERB
per	per	ADP
jamay	jamai	ADV
n'	non	ADV
y	i	PRON
tourna	tornar	VERB
.	.	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
,	,	PUNCT
Moussur	monsur	NOUN
,	,	PUNCT
quant	quant	ADV
à	a	ADP
my	ieu	PRON
ieu	ieu	PRON
n'	non	ADV
ey	aver	VERB
boussi	bocin	ADV
d'	de	ADP
embegio	enveja	NOUN
<lb/>	lb	XML
D'	de	ADP
ana	anar	VERB
ta	tant	ADV
len	luènh	ADV
per	per	ADP
beure	beure	VERB
aigo	aiga	NOUN
caudo	caut	ADJ
ni	ni	CCONJ
fregio	freg	ADJ
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
crezi	créser	VERB
que	que	SCONJ
talo	tal	DET
aigo	aiga	NOUN
elo	el	PRON
nou	non	ADV
pot	poder	VERB
servi	servir	VERB
<lb/>	lb	XML
A	a	ADP
persouno	persona	NOUN
que	qui	PRON
sio	èsser	VERB
tant	tant	ADV
coumo	coma	ADV
fa	far	VERB
lou	lo	DET
vi	vin	NOUN
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
certos	certas	ADV
vostro	vòstre	DET
sor	sòrre	NOUN
,	,	PUNCT
et	e	CCONJ
las	lo	DET
filhos	filh	NOUN
que	qui	PRON
meno	menar	VERB
<lb/>	lb	XML
Per	per	ADP
beure	beure	VERB
d'	de	ADP
aquelo	aquel	DET
aigo	aiga	NOUN
an	aver	AUX
preso	prendre	VERB
fort	fòrt	ADV
grant	grand	ADJ
peno	pena	NOUN
.	.	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
cresi	créser	VERB
que	que	SCONJ
per	per	ADP
veire	véser	VERB
y	i	PRON
venio	venir	VERB
solamen	solament	ADV
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
ieu	ieu	PRON
l'	el	PRON
ey	aver	AUX
visto	véser	VERB
pla	plan	ADV
marcha	marchar	VERB
fort	fòrt	ADV
drechamen	drechament	ADV
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
n'	non	ADV
a	aver	VERB
boussi	bocin	ADV
de	de	ADP
mal	mal	ADV
de	de	ADP
cap	cap	NOUN
,	,	PUNCT
ni	ni	CCONJ
may	mai	ADV
d'	de	ADP
espallos	espatla	NOUN
:	:	PUNCT
<lb/>	lb	XML
Las	lo	DET
fillos	filh	NOUN
abian	aver	VERB
bé	ben	ADV
un	un	DET
pauc	pauc	ADV
las	lo	DET
coulours	color	NOUN
pallos	palle	ADJ
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
si	se	SCONJ
elos	el	PRON
abian	aver	VERB
un	un	DET
vigourous	vigorós	ADJ
marit	marit	NOUN
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
cresi	créser	VERB
qu'	que	SCONJ
aquel	aquel	DET
mal	mal	NOUN
lour	el	PRON
